"seqnames","start","end","width","strand","source","type","score","phase","gene_id","gene_version","gene_name","gene_source","gene_biotype","havana_gene","havana_gene_version","transcript_id","transcript_version","transcript_name","transcript_source","transcript_biotype","havana_transcript","havana_transcript_version","tag","transcript_support_level","exon_number","exon_id","exon_version","ccds_id","protein_id","protein_version"
"15",68340983,68363176,22194,"-","havana","gene",NA,NA,"ENSMUSG00000093387","1","Gm20732","havana","lincRNA","OTTMUSG00000040094","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",68930068,69024765,94698,"+","havana","transcript",NA,NA,"ENSMUSG00000022332","8","Khdrbs3","ensembl_havana","protein_coding","OTTMUSG00000070612","1","ENSMUST00000230073","1","Khdrbs3-205","havana","protein_coding","OTTMUST00000170643","1","mRNA_end_NF",NA,NA,NA,NA,NA,NA,NA
"15",68928721,69101211,172491,"+","havana","transcript",NA,NA,"ENSMUSG00000022332","8","Khdrbs3","ensembl_havana","protein_coding","OTTMUSG00000070612","1","ENSMUST00000229234","1","Khdrbs3-202","havana","nonsense_mediated_decay","OTTMUST00000170642","1",NA,NA,NA,NA,NA,NA,NA,NA
"15",7090614,7197489,106876,"+","ensembl_havana","gene",NA,NA,"ENSMUSG00000054263","12","Lifr","ensembl_havana","protein_coding","OTTMUSG00000070199","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",72588283,72606053,17771,"+","havana","gene",NA,NA,"ENSMUSG00000116088","1","Gm49460","havana","antisense","OTTMUSG00000070789","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",72805600,72810324,4725,"-","havana","exon",NA,NA,"ENSMUSG00000106847","1","Peg13","havana","sense_intronic","OTTMUSG00000055869","1","ENSMUST00000202826","1","Peg13-201","havana","sense_intronic","OTTMUST00000138225","1","basic","NA","1","ENSMUSE00001359967","1",NA,NA,NA
"15",72805600,72810324,4725,"-","havana","exon",NA,NA,"ENSMUSG00000106847","1","Peg13","havana","sense_intronic","OTTMUSG00000055869","1","ENSMUST00000202826","1","Peg13-201","havana","sense_intronic","OTTMUST00000138225","1","basic","NA","1","ENSMUSE00001359967","1",NA,NA,NA
"15",72852169,73061045,208877,"-","ensembl_havana","transcript",NA,NA,"ENSMUSG00000047921","17","Trappc9","ensembl_havana","protein_coding","OTTMUSG00000070678","2","ENSMUST00000230270","1","Trappc9-206","ensembl_havana","processed_transcript","OTTMUST00000170768","1",NA,NA,NA,NA,NA,NA,NA,NA
"15",72852169,73061045,208877,"-","ensembl_havana","transcript",NA,NA,"ENSMUSG00000047921","17","Trappc9","ensembl_havana","protein_coding","OTTMUSG00000070678","2","ENSMUST00000230270","1","Trappc9-206","ensembl_havana","processed_transcript","OTTMUST00000170768","1",NA,NA,NA,NA,NA,NA,NA,NA
"15",72852169,73061045,208877,"-","ensembl_havana","transcript",NA,NA,"ENSMUSG00000047921","17","Trappc9","ensembl_havana","protein_coding","OTTMUSG00000070678","2","ENSMUST00000230270","1","Trappc9-206","ensembl_havana","processed_transcript","OTTMUST00000170768","1",NA,NA,NA,NA,NA,NA,NA,NA
"15",72941407,73061050,119644,"-","havana","transcript",NA,NA,"ENSMUSG00000047921","17","Trappc9","ensembl_havana","protein_coding","OTTMUSG00000070678","2","ENSMUST00000230025","1","Trappc9-205","havana","retained_intron","OTTMUST00000170769","1",NA,NA,NA,NA,NA,NA,NA,NA
"15",73128422,73177847,49426,"-","havana","transcript",NA,NA,"ENSMUSG00000036698","11","Ago2","ensembl_havana","protein_coding","OTTMUSG00000040103","4","ENSMUST00000230464","1","Ago2-203","havana","processed_transcript","OTTMUST00000170776","2","mRNA_end_NF",NA,NA,NA,NA,NA,NA,NA
"15",73128422,73177847,49426,"-","havana","transcript",NA,NA,"ENSMUSG00000036698","11","Ago2","ensembl_havana","protein_coding","OTTMUSG00000040103","4","ENSMUST00000230464","1","Ago2-203","havana","processed_transcript","OTTMUST00000170776","2","mRNA_end_NF",NA,NA,NA,NA,NA,NA,NA
"15",73128422,73177847,49426,"-","havana","transcript",NA,NA,"ENSMUSG00000036698","11","Ago2","ensembl_havana","protein_coding","OTTMUSG00000040103","4","ENSMUST00000230464","1","Ago2-203","havana","processed_transcript","OTTMUST00000170776","2","mRNA_end_NF",NA,NA,NA,NA,NA,NA,NA
"15",73128422,73177847,49426,"-","havana","transcript",NA,NA,"ENSMUSG00000036698","11","Ago2","ensembl_havana","protein_coding","OTTMUSG00000040103","4","ENSMUST00000230464","1","Ago2-203","havana","processed_transcript","OTTMUST00000170776","2","mRNA_end_NF",NA,NA,NA,NA,NA,NA,NA
"15",73128422,73177847,49426,"-","havana","transcript",NA,NA,"ENSMUSG00000036698","11","Ago2","ensembl_havana","protein_coding","OTTMUSG00000040103","4","ENSMUST00000230464","1","Ago2-203","havana","processed_transcript","OTTMUST00000170776","2","mRNA_end_NF",NA,NA,NA,NA,NA,NA,NA
"15",73095844,73184935,89092,"-","ensembl_havana","transcript",NA,NA,"ENSMUSG00000036698","11","Ago2","ensembl_havana","protein_coding","OTTMUSG00000040103","4","ENSMUST00000044113","11","Ago2-201","ensembl_havana","protein_coding","OTTMUST00000104179","3","basic","1 (assigned to previous version 10)",NA,NA,NA,"CCDS37098",NA,NA
"15",73428359,73428910,552,"-","havana","gene",NA,NA,"ENSMUSG00000116174","1","Gm10362","havana","processed_pseudogene","OTTMUSG00000070701","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",73497038,73497297,260,"-","havana","exon",NA,NA,"ENSMUSG00000115885","1","Gm19811","havana","processed_pseudogene","OTTMUSG00000070702","1","ENSMUST00000230637","1","Gm19811-201","havana","processed_pseudogene","OTTMUST00000170821","1","basic",NA,"1","ENSMUSE00001442114","1",NA,NA,NA
"15",73512560,73512745,186,"+","ensembl_havana","five_prime_utr",NA,NA,"ENSMUSG00000036661","14","Dennd3","ensembl_havana","protein_coding","OTTMUSG00000032985","4","ENSMUST00000043414","11","Dennd3-201","ensembl_havana","protein_coding","OTTMUST00000082263","1","basic","1",NA,NA,NA,"CCDS37100",NA,NA
"15",73596395,73596529,135,"-","ensembl_havana","five_prime_utr",NA,NA,"ENSMUSG00000079020","9","Slc45a4","ensembl_havana","protein_coding","OTTMUSG00000032799","3","ENSMUST00000132607","1","Slc45a4-204","ensembl_havana","protein_coding","OTTMUST00000081682","1","basic","1",NA,NA,NA,"CCDS49632",NA,NA
"15",73723145,73758766,35622,"+","ensembl_havana","gene",NA,NA,"ENSMUSG00000059895","13","Ptp4a3","ensembl_havana","protein_coding","OTTMUSG00000070779","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",73724930,73757228,32299,"+","ensembl_havana","transcript",NA,NA,"ENSMUSG00000059895","13","Ptp4a3","ensembl_havana","protein_coding","OTTMUSG00000070779","1","ENSMUST00000163582","8","Ptp4a3-202","ensembl_havana","protein_coding","OTTMUST00000171056","1","basic","1 (assigned to previous version 7)",NA,NA,NA,"CCDS27519",NA,NA
"15",73748374,73758766,10393,"+","ensembl_havana","transcript",NA,NA,"ENSMUSG00000059895","13","Ptp4a3","ensembl_havana","protein_coding","OTTMUSG00000070779","1","ENSMUST00000053232","7","Ptp4a3-201","ensembl_havana","protein_coding","OTTMUST00000171060","1","basic","1 (assigned to previous version 6)",NA,NA,NA,"CCDS27519",NA,NA
"15",73839890,73839908,19,"+","havana","three_prime_utr",NA,NA,"ENSMUSG00000086361","1","Gm6569","havana","protein_coding","OTTMUSG00000033802","1","ENSMUST00000154520","1","Gm6569-201","havana","protein_coding","OTTMUST00000085148","1","basic","3",NA,NA,NA,NA,NA,NA
"15",73839890,73839908,19,"+","havana","three_prime_utr",NA,NA,"ENSMUSG00000086361","1","Gm6569","havana","protein_coding","OTTMUSG00000033802","1","ENSMUST00000154520","1","Gm6569-201","havana","protein_coding","OTTMUST00000085148","1","basic","3",NA,NA,NA,NA,NA,NA
"15",74747852,74751230,3379,"-","ensembl_havana","three_prime_utr",NA,NA,"ENSMUSG00000022594","14","Lynx1","ensembl_havana","protein_coding","OTTMUSG00000045143","3","ENSMUST00000023259","14","Lynx1-201","ensembl_havana","protein_coding","OTTMUST00000118627","2","basic","1",NA,NA,NA,"CCDS27530",NA,NA
"15",74953330,74953480,151,"-","havana","exon",NA,NA,"ENSMUSG00000099600","1","Gm29126","havana","unprocessed_pseudogene","OTTMUSG00000045210","1","ENSMUST00000188686","1","Gm29126-201","havana","unprocessed_pseudogene","OTTMUST00000118790","1","basic","NA","1","ENSMUSE00001329406","1",NA,NA,NA
"15",75745490,75748228,2739,"-","ensembl_havana","gene",NA,NA,"ENSMUSG00000047591","5","Mafa","ensembl_havana","protein_coding","OTTMUSG00000070802","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",75894205,75895552,1348,"-","ensembl_havana","three_prime_utr",NA,NA,"ENSMUSG00000055762","16","Eef1d","ensembl_havana","protein_coding","OTTMUSG00000019797","6","ENSMUST00000154584","8","Eef1d-218","ensembl_havana","protein_coding","OTTMUST00000047338","3","basic","1 (assigned to previous version 7)",NA,NA,NA,"CCDS27554",NA,NA
"15",75898106,75900762,2657,"-","havana","exon",NA,NA,"ENSMUSG00000055762","16","Eef1d","ensembl_havana","protein_coding","OTTMUSG00000019797","6","ENSMUST00000055220","6","Eef1d-202","havana","retained_intron","OTTMUST00000047341","2",NA,"2","3","ENSMUSE00000505079","4",NA,NA,NA
"15",75969307,75969404,98,"+","havana","CDS",NA,2,"ENSMUSG00000034429","15","Zfp707","ensembl_havana","protein_coding","OTTMUSG00000022535","5","ENSMUST00000147641","7","Zfp707-205","havana","protein_coding","OTTMUST00000053972","1","mRNA_start_NF","1","1",NA,NA,NA,"ENSMUSP00000119705","1"
"15",76194393,76209165,14773,"-","havana","transcript",NA,NA,"ENSMUSG00000022565","15","Plec","ensembl_havana","protein_coding","OTTMUSG00000035240","7","ENSMUST00000170915","1","Plec-220","havana","protein_coding","OTTMUST00000089834","1","mRNA_end_NF","1",NA,NA,NA,NA,NA,NA
"15",76194393,76209165,14773,"-","havana","transcript",NA,NA,"ENSMUSG00000022565","15","Plec","ensembl_havana","protein_coding","OTTMUSG00000035240","7","ENSMUST00000170915","1","Plec-220","havana","protein_coding","OTTMUST00000089834","1","mRNA_end_NF","1",NA,NA,NA,NA,NA,NA
"15",76247851,76247873,23,"+","havana","five_prime_utr",NA,NA,"ENSMUSG00000022564","7","Grina","ensembl_havana","protein_coding","OTTMUSG00000070824","2","ENSMUST00000229380","1","Grina-202","havana","protein_coding","OTTMUST00000171175","1","mRNA_end_NF",NA,NA,NA,NA,NA,NA,NA
"15",76248259,76248368,110,"+","havana","exon",NA,NA,"ENSMUSG00000022564","7","Grina","ensembl_havana","protein_coding","OTTMUSG00000070824","2","ENSMUST00000229916","1","Grina-204","havana","retained_intron","OTTMUST00000171176","1",NA,NA,"2","ENSMUSE00001439995","1",NA,NA,NA
"15",76249367,76249904,538,"+","ensembl_havana","three_prime_utr",NA,NA,"ENSMUSG00000022564","7","Grina","ensembl_havana","protein_coding","OTTMUSG00000070824","2","ENSMUST00000023225","7","Grina-201","ensembl_havana","protein_coding","OTTMUST00000171174","1","basic","1 (assigned to previous version 6)",NA,NA,NA,"CCDS27563",NA,NA
"15",76249367,76249904,538,"+","ensembl_havana","three_prime_utr",NA,NA,"ENSMUSG00000022564","7","Grina","ensembl_havana","protein_coding","OTTMUSG00000070824","2","ENSMUST00000023225","7","Grina-201","ensembl_havana","protein_coding","OTTMUST00000171174","1","basic","1 (assigned to previous version 6)",NA,NA,NA,"CCDS27563",NA,NA
"15",76249367,76249904,538,"+","ensembl_havana","three_prime_utr",NA,NA,"ENSMUSG00000022564","7","Grina","ensembl_havana","protein_coding","OTTMUSG00000070824","2","ENSMUST00000023225","7","Grina-201","ensembl_havana","protein_coding","OTTMUST00000171174","1","basic","1 (assigned to previous version 6)",NA,NA,NA,"CCDS27563",NA,NA
"15",76249367,76249904,538,"+","ensembl_havana","three_prime_utr",NA,NA,"ENSMUSG00000022564","7","Grina","ensembl_havana","protein_coding","OTTMUSG00000070824","2","ENSMUST00000023225","7","Grina-201","ensembl_havana","protein_coding","OTTMUST00000171174","1","basic","1 (assigned to previous version 6)",NA,NA,NA,"CCDS27563",NA,NA
"15",76671647,76694919,23273,"+","havana","transcript",NA,NA,"ENSMUSG00000033819","16","Ppp1r16a","ensembl_havana","protein_coding","OTTMUSG00000032740","3","ENSMUST00000135388","2","Ppp1r16a-205","havana","protein_coding","OTTMUST00000081464","2","basic","1 (assigned to previous version 1)",NA,NA,NA,"CCDS27585",NA,NA
"15",77752882,77756982,4101,"-","havana","transcript",NA,NA,"ENSMUSG00000056656","6","Apol8","ensembl_havana","protein_coding","OTTMUSG00000070677","2","ENSMUST00000229332","1","Apol8-203","havana","protein_coding","OTTMUST00000170843","1","mRNA_end_NF",NA,NA,NA,NA,NA,NA,NA
"15",77760587,77842175,81589,"-","ensembl_havana","gene",NA,NA,"ENSMUSG00000022443","17","Myh9","ensembl_havana","protein_coding","OTTMUSG00000016428","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",77928907,77928997,91,"-","havana","five_prime_utr",NA,NA,"ENSMUSG00000005354","16","Txn2","ensembl_havana","protein_coding","OTTMUSG00000020980","8","ENSMUST00000100486","5","Txn2-202","havana","protein_coding","OTTMUST00000049613","8","basic","1",NA,NA,NA,NA,NA,NA
"15",77941019,77956675,15657,"-","ensembl_havana","transcript",NA,NA,"ENSMUSG00000016552","13","Foxred2","ensembl_havana","protein_coding","OTTMUSG00000028122","1","ENSMUST00000117725","1","Foxred2-202","ensembl_havana","protein_coding","OTTMUST00000069642","1","basic","1",NA,NA,NA,"CCDS27607",NA,NA
"15",78119706,78120420,715,"+","havana","exon",NA,NA,"ENSMUSG00000092375","1","A730060N03Rik","havana","antisense","OTTMUSG00000038075","1","ENSMUST00000174277","1","A730060N03Rik-201","havana","antisense","OTTMUST00000098055","1","basic","1","1","ENSMUSE00000933936","1",NA,NA,NA
"15",78531109,78532797,1689,"+","havana","transcript",NA,NA,"ENSMUSG00000116307","1","Gm49490","havana","antisense","OTTMUSG00000070743","1","ENSMUST00000230340","1","Gm49490-201","havana","antisense","OTTMUST00000170933","1","basic",NA,NA,NA,NA,NA,NA,NA
"15",78597149,78597200,52,"+","havana","five_prime_utr",NA,NA,"ENSMUSG00000018008","8","Cyth4","ensembl_havana","protein_coding","OTTMUSG00000070747","1","ENSMUST00000229248","1","Cyth4-203","havana","nonsense_mediated_decay","OTTMUST00000170950","1",NA,NA,NA,NA,NA,NA,NA,NA
"15",78773273,78773475,203,"-","ensembl_havana","five_prime_utr",NA,NA,"ENSMUSG00000018169","12","Mfng","ensembl_havana","protein_coding","OTTMUSG00000021012","2","ENSMUST00000018313","5","Mfng-201","ensembl_havana","protein_coding","OTTMUST00000049672","2","basic","1",NA,NA,NA,"CCDS27622",NA,NA
"15",78877190,78877574,385,"+","ensembl_havana","five_prime_utr",NA,NA,"ENSMUSG00000033128","9","Gga1","ensembl_havana","protein_coding","OTTMUSG00000070754","1","ENSMUST00000041587","7","Gga1-201","ensembl_havana","protein_coding","OTTMUST00000170962","1","basic","1",NA,NA,NA,"CCDS27625",NA,NA
"15",78926725,78930465,3741,"+","ensembl_havana","gene",NA,NA,"ENSMUSG00000068220","6","Lgals1","ensembl_havana","protein_coding","OTTMUSG00000070759","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",78930145,78930465,321,"+","ensembl_havana","three_prime_utr",NA,NA,"ENSMUSG00000068220","6","Lgals1","ensembl_havana","protein_coding","OTTMUSG00000070759","1","ENSMUST00000089377","5","Lgals1-201","ensembl_havana","protein_coding","OTTMUST00000170976","1","basic","1",NA,NA,NA,"CCDS27628",NA,NA
"15",78947919,78948048,130,"+","havana","five_prime_utr",NA,NA,"ENSMUSG00000033088","19","Triobp","ensembl_havana","protein_coding","OTTMUSG00000023632","7","ENSMUST00000229943","1","Triobp-212","havana","protein_coding","OTTMUST00000170978","1","mRNA_end_NF",NA,NA,NA,NA,NA,NA,NA
"15",79659199,79659293,95,"+","ensembl_havana","five_prime_utr",NA,NA,"ENSMUSG00000022428","8","Cby1","ensembl_havana","protein_coding","OTTMUSG00000070810","1","ENSMUST00000023064","8","Cby1-201","ensembl_havana","protein_coding","OTTMUST00000171132","1","basic","1 (assigned to previous version 7)",NA,NA,NA,"CCDS27645",NA,NA
"15",79674251,79687919,13669,"-","ensembl_havana","gene",NA,NA,"ENSMUSG00000022426","6","Josd1","ensembl_havana","protein_coding","OTTMUSG00000070811","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",79690845,79690906,62,"+","ensembl_havana","five_prime_utr",NA,NA,"ENSMUSG00000042535","9","Gtpbp1","ensembl_havana","protein_coding","OTTMUSG00000070812","2","ENSMUST00000046463","9","Gtpbp1-201","ensembl_havana","protein_coding","OTTMUST00000171136","1","basic","1 (assigned to previous version 8)",NA,NA,NA,"CCDS27648",NA,NA
"15",79789675,79834237,44563,"-","ensembl_havana","transcript",NA,NA,"ENSMUSG00000089837","9","Npcd","ensembl_havana","protein_coding","OTTMUSG00000017448","4","ENSMUST00000089299","5","Npcd-202","ensembl_havana","protein_coding","OTTMUST00000078352","1","basic","1",NA,NA,NA,"CCDS27652",NA,NA
"15",80080896,80091868,10973,"-","havana","transcript",NA,NA,"ENSMUSG00000060036","14","Rpl3","ensembl_havana","protein_coding","OTTMUSG00000049399","2","ENSMUST00000185306","2","Rpl3-202","havana","protein_coding","OTTMUST00000125953","1","mRNA_end_NF","5",NA,NA,NA,NA,NA,NA
"15",80097870,80111662,13793,"+","havana","transcript",NA,NA,"ENSMUSG00000022415","12","Syngr1","ensembl_havana","protein_coding","OTTMUSG00000016389","5","ENSMUST00000143928","1","Syngr1-204","havana","protein_coding","OTTMUST00000041225","2","mRNA_end_NF","3",NA,NA,NA,NA,NA,NA
"15",80133127,80161707,28581,"+","ensembl_havana","gene",NA,NA,"ENSMUSG00000022414","8","Tab1","ensembl_havana","protein_coding","OTTMUSG00000070844","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",80255523,80257541,2019,"+","havana","exon",NA,NA,"ENSMUSG00000042406","8","Atf4","ensembl_havana","protein_coding","OTTMUSG00000070848","1","ENSMUST00000230434","1","Atf4-203","havana","retained_intron","OTTMUST00000171246","1",NA,NA,"1","ENSMUSE00001438585","1",NA,NA,NA
"15",80711313,80941085,229773,"+","ensembl_havana","transcript",NA,NA,"ENSMUSG00000047888","10","Tnrc6b","ensembl_havana","protein_coding","OTTMUSG00000069839","2","ENSMUST00000067689","8","Tnrc6b-201","ensembl_havana","protein_coding","OTTMUST00000168953","2","basic","5 (assigned to previous version 7)",NA,NA,NA,"CCDS37146",NA,NA
"15",81015854,81045546,29693,"-","havana","transcript",NA,NA,"ENSMUSG00000042292","18","Mrtfa","ensembl_havana","protein_coding","OTTMUSG00000034068","4","ENSMUST00000135047","1","Mrtfa-205","havana","protein_coding","OTTMUST00000086061","2","mRNA_end_NF","1",NA,NA,NA,NA,NA,NA
"15",81026662,81067012,40351,"-","havana","transcript",NA,NA,"ENSMUSG00000042292","18","Mrtfa","ensembl_havana","protein_coding","OTTMUSG00000034068","4","ENSMUST00000239267","1","Mrtfa-212","havana","protein_coding","OTTMUST00000182223","1","mRNA_end_NF",NA,NA,NA,NA,NA,NA,NA
"15",81499081,81499545,465,"-","havana","gene",NA,NA,"ENSMUSG00000091198","2","Gm5218","havana","processed_pseudogene","OTTMUSG00000070897","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",81499081,81499545,465,"-","havana","gene",NA,NA,"ENSMUSG00000091198","2","Gm5218","havana","processed_pseudogene","OTTMUSG00000070897","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",81499081,81499545,465,"-","havana","gene",NA,NA,"ENSMUSG00000091198","2","Gm5218","havana","processed_pseudogene","OTTMUSG00000070897","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",81584174,81585028,855,"-","havana","exon",NA,NA,"ENSMUSG00000103520","1","1110025M09Rik","havana","TEC","OTTMUSG00000048225","1","ENSMUST00000192082","1","1110025M09Rik-201","havana","TEC","OTTMUST00000123799","1","basic","NA","1","ENSMUSE00001346159","1",NA,NA,NA
"15",81889306,81915129,25824,"-","havana","transcript",NA,NA,"ENSMUSG00000022476","8","Polr3h","ensembl_havana","protein_coding","OTTMUSG00000070912","1","ENSMUST00000230066","1","Polr3h-204","havana","processed_transcript","OTTMUST00000171413","1",NA,NA,NA,NA,NA,NA,NA,NA
"15",81957341,81960764,3424,"-","havana","transcript",NA,NA,"ENSMUSG00000022474","15","Pmm1","ensembl_havana","protein_coding","OTTMUSG00000028155","2","ENSMUST00000147442","1","Pmm1-205","havana","retained_intron","OTTMUST00000069743","1",NA,"2",NA,NA,NA,NA,NA,NA
"15",81987835,82022574,34740,"+","havana","transcript",NA,NA,"ENSMUSG00000022471","14","Xrcc6","ensembl_havana","protein_coding","OTTMUSG00000035734","4","ENSMUST00000165777","7","Xrcc6-207","havana","protein_coding","OTTMUST00000091360","2","mRNA_end_NF","5",NA,NA,NA,NA,NA,NA
"15",82147204,82204675,57472,"+","havana","transcript",NA,NA,"ENSMUSG00000022463","8","Srebf2","ensembl_havana","protein_coding","OTTMUSG00000070924","1","ENSMUST00000229336","1","Srebf2-203","havana","protein_coding","OTTMUST00000171447","1","basic",NA,NA,NA,NA,NA,NA,NA
"15",82987616,82987830,215,"-","havana","exon",NA,NA,"ENSMUSG00000100552","1","Gm29019","havana","lincRNA","OTTMUSG00000047229","2","ENSMUST00000188623","1","Gm29019-202","havana","lincRNA","OTTMUST00000122124","2","basic","2","1","ENSMUSE00001329122","1",NA,NA,NA
"15",83137828,83149336,11509,"-","havana","transcript",NA,NA,"ENSMUSG00000041815","14","Poldip3","ensembl_havana","protein_coding","OTTMUSG00000032613","4","ENSMUST00000150926","1","Poldip3-206","havana","retained_intron","OTTMUST00000081108","1",NA,"2",NA,NA,NA,NA,NA,NA
"15",83170434,83170506,73,"-","havana","five_prime_utr",NA,NA,"ENSMUSG00000018042","18","Cyb5r3","ensembl_havana","protein_coding","OTTMUSG00000030694","6","ENSMUST00000162178","7","Cyb5r3-202","havana","protein_coding","OTTMUST00000075995","2","basic","1",NA,NA,NA,NA,NA,NA
"15",83153494,83172592,19099,"-","ensembl_havana","transcript",NA,NA,"ENSMUSG00000018042","18","Cyb5r3","ensembl_havana","protein_coding","OTTMUSG00000030694","6","ENSMUST00000018186","15","Cyb5r3-201","ensembl_havana","protein_coding","OTTMUST00000075994","1","basic","1",NA,NA,NA,"CCDS27698",NA,NA
"15",83172350,83174808,2459,"+","havana","exon",NA,NA,"ENSMUSG00000116508","1","Gm49463","havana","antisense","OTTMUSG00000071028","1","ENSMUST00000231106","1","Gm49463-201","havana","antisense","OTTMUST00000171748","1","basic",NA,"1","ENSMUSE00001438847","1",NA,NA,NA
"15",83299821,83350174,50354,"-","havana","transcript",NA,NA,"ENSMUSG00000054277","8","Arfgap3","ensembl_havana","protein_coding","OTTMUSG00000069817","1","ENSMUST00000226124","1","Arfgap3-202","havana","protein_coding","OTTMUST00000168906","1","basic",NA,NA,NA,NA,NA,NA,NA
"15",83375607,83377617,2011,"-","ensembl","three_prime_utr",NA,NA,"ENSMUSG00000016664","16","Pacsin2","ensembl_havana","protein_coding","OTTMUSG00000071034","1","ENSMUST00000171436","7","Pacsin2-203","ensembl","protein_coding",NA,NA,"basic","5",NA,NA,NA,"CCDS27701",NA,NA
"15",83390502,83464552,74051,"-","havana","transcript",NA,NA,"ENSMUSG00000016664","16","Pacsin2","ensembl_havana","protein_coding","OTTMUSG00000071034","1","ENSMUST00000229337","1","Pacsin2-204","havana","protein_coding","OTTMUST00000171765","1","mRNA_end_NF",NA,NA,NA,NA,NA,NA,NA
"15",83390502,83464552,74051,"-","havana","transcript",NA,NA,"ENSMUSG00000016664","16","Pacsin2","ensembl_havana","protein_coding","OTTMUSG00000071034","1","ENSMUST00000229337","1","Pacsin2-204","havana","protein_coding","OTTMUST00000171765","1","mRNA_end_NF",NA,NA,NA,NA,NA,NA,NA
"15",83390502,83464552,74051,"-","havana","transcript",NA,NA,"ENSMUSG00000016664","16","Pacsin2","ensembl_havana","protein_coding","OTTMUSG00000071034","1","ENSMUST00000229337","1","Pacsin2-204","havana","protein_coding","OTTMUST00000171765","1","mRNA_end_NF",NA,NA,NA,NA,NA,NA,NA
"15",83390502,83464552,74051,"-","havana","transcript",NA,NA,"ENSMUSG00000016664","16","Pacsin2","ensembl_havana","protein_coding","OTTMUSG00000071034","1","ENSMUST00000229337","1","Pacsin2-204","havana","protein_coding","OTTMUST00000171765","1","mRNA_end_NF",NA,NA,NA,NA,NA,NA,NA
"15",83483769,83484183,415,"-","ensembl_havana","three_prime_utr",NA,NA,"ENSMUSG00000022442","16","Ttll1","ensembl_havana","protein_coding","OTTMUSG00000023450","4","ENSMUST00000016897","11","Ttll1-201","ensembl_havana","protein_coding","OTTMUST00000057014","2","basic","1 (assigned to previous version 10)",NA,NA,NA,"CCDS27702",NA,NA
"15",83563875,83572325,8451,"+","havana","transcript",NA,NA,"ENSMUSG00000041736","7","Tspo","ensembl_havana","protein_coding","OTTMUSG00000059921","1","ENSMUST00000208463","1","Tspo-202","havana","protein_coding","OTTMUST00000146796","1","mRNA_end_NF","3",NA,NA,NA,NA,NA,NA
"15",83575119,83595157,20039,"-","havana","transcript",NA,NA,"ENSMUSG00000016757","11","Ttll12","ensembl_havana","protein_coding","OTTMUSG00000023619","2","ENSMUST00000136066","7","Ttll12-203","havana","nonsense_mediated_decay","OTTMUST00000057651","1",NA,"1",NA,NA,NA,NA,NA,NA
"15",83575119,83595157,20039,"-","havana","transcript",NA,NA,"ENSMUSG00000016757","11","Ttll12","ensembl_havana","protein_coding","OTTMUSG00000023619","2","ENSMUST00000136066","7","Ttll12-203","havana","nonsense_mediated_decay","OTTMUST00000057651","1",NA,"1",NA,NA,NA,NA,NA,NA
"15",83575119,83595157,20039,"-","havana","transcript",NA,NA,"ENSMUSG00000016757","11","Ttll12","ensembl_havana","protein_coding","OTTMUSG00000023619","2","ENSMUST00000136066","7","Ttll12-203","havana","nonsense_mediated_decay","OTTMUST00000057651","1",NA,"1",NA,NA,NA,NA,NA,NA
"15",83575119,83595157,20039,"-","havana","transcript",NA,NA,"ENSMUSG00000016757","11","Ttll12","ensembl_havana","protein_coding","OTTMUSG00000023619","2","ENSMUST00000136066","7","Ttll12-203","havana","nonsense_mediated_decay","OTTMUST00000057651","1",NA,"1",NA,NA,NA,NA,NA,NA
"15",83604999,83607477,2479,"-","havana","exon",NA,NA,"ENSMUSG00000016763","15","Scube1","ensembl_havana","protein_coding","OTTMUSG00000021075","2","ENSMUST00000144773","1","Scube1-204","havana","retained_intron","OTTMUST00000049853","1",NA,"5","21","ENSMUSE00000835123","1",NA,NA,NA
"15",83606631,83607477,847,"-","havana","exon",NA,NA,"ENSMUSG00000016763","15","Scube1","ensembl_havana","protein_coding","OTTMUSG00000021075","2","ENSMUST00000230060","1","Scube1-207","havana","retained_intron","OTTMUST00000171778","1",NA,NA,"6","ENSMUSE00000899639","2",NA,NA,NA
